20136,1.27165,0.002
20137,1.26735,0.002
20138,1.26285,0.0005
20139,1.26577,0.003342
20140,1.26658,0.002937
20141,1.26678,0.002597
20142,1.26678,0.002343
20143,1.2701,0.002467
20144,1.27042,0.002289
20145,1.27113,0.002153
20146,1.27291,0.002081
20147,1.27413,0.001991
20148,1.27307,0.00192
20149,1.27307,0.001839
20150,1.27286,0.001768
20151,1.26589,0.002229
20152,1.26505,0.002155
20153,1.26709,0.002138
20154,1.26765,0.00208
20155,1.26788,0.002023
20156,1.26788,0.00197
20157,1.26818,0.001817
20158,1.2685,0.001608
20159,1.27105,0.001589
20160,1.27141,0.001586
20161,1.27207,0.001587
20162,1.27343,0.001598
20163,1.27343,0.001499
20164,1.271,0.001566
20165,1.26793,0.001652
20166,1.26715,0.001615
20167,1.26629,0.001594
20168,1.27086,0.001811
20169,1.27641,0.002066
20170,1.27641,0.002065
20171,1.25959,0.003448
20172,1.25712,0.003468
20173,1.26045,0.003506
20174,1.25935,0.003504
20175,1.26045,0.003513
20176,1.26076,0.003515
20177,1.26076,0.003513
20178,1.25914,0.003517
20179,1.26275,0.003553
20180,1.2593,0.003589
20181,1.25467,0.00365
20182,1.256,0.00365
20183,1.25788,0.00368
20184,1.25788,0.00367
20185,1.26048,0.003684
20186,1.25972,0.003684
20187,1.26018,0.003686
20188,1.2636,0.003642
20189,1.26438,0.003484
20190,1.26952,0.003628
20191,1.26952,0.001954
20192,1.2655,0.002047
20193,1.26651,0.001977
20194,1.26505,0.001987
20195,1.26422,0.00199
20196,1.26234,0.002023
20197,1.26338,0.00203
20198,1.26338,0.002004
20199,1.26525,0.001929
20200,1.26735,0.001837
20201,1.27113,0.00167
20202,1.27371,0.001696
20203,1.27786,0.001783
20204,1.28358,0.001951
20205,1.28358,0.001947
20206,1.28202,0.001976
20207,1.27894,0.002107
20208,1.27774,0.002085
20209,1.27729,0.002095
20210,1.2741,0.002022
20211,1.27527,0.002028
20212,1.27527,0.001867
20213,1.27183,0.001986
20214,1.27026,0.001989
20215,1.2697,0.001985
20216,1.2717,0.001964
20217,1.26523,0.002308
20218,1.2615,0.002406
20219,1.2615,0.002378
20220,1.26068,0.002342
20221,1.26306,0.002273
20222,1.26132,0.002215
20223,1.26315,0.002088
20224,1.26243,0.001718
20225,1.2637,0.001757
20226,1.2637,0.001763
20227,1.25941,0.001825
20228,1.25657,0.001855
20229,1.25766,0.001892
20230,1.26111,0.002
20231,1.26277,0.002017
20232,1.26392,0.002039
20233,1.26392,0.00197
20234,1.26078,0.00202
20235,1.26489,0.002177
20236,1.26438,0.002137
20237,1.25834,0.002102
20238,1.24952,0.00253
20239,1.24696,0.002551
20240,1.24696,0.002554
20241,1.24733,0.002499
20242,1.24361,0.00255
20243,1.24353,0.002505
20244,1.2444,0.002526
20245,1.24188,0.002508
20246,1.24421,0.002577
20247,1.24421,0.002506
20248,1.23547,0.002875
20249,1.23652,0.002874
20250,1.24113,0.002946
20251,1.24575,0.003082
20252,1.24869,0.003138
20253,1.251,0.003184
20254,1.251,0.003151
20255,1.25011,0.003032
20256,1.2518,0.003063
20257,1.24702,0.002998
20258,1.2507,0.002656
20259,1.25144,0.002612
20260,1.25067,0.002617
20261,1.25067,0.002617
20262,1.25538,0.002629
20263,1.25304,0.002678
20264,1.24903,0.002794
20265,1.24807,0.002755
20266,1.24984,0.002743
20267,1.25257,0.002777
20268,1.25257,0.00217
20269,1.25301,0.002171
20270,1.25283,0.002054
20271,1.25937,0.002199
20272,1.26401,0.002275
20273,1.26539,0.00226
20274,1.26557,0.002258
20275,1.26557,0.002242
20276,1.26624,0.002235
20277,1.26846,0.001993
20278,1.27015,0.001935
20279,1.27238,0.001947
20280,1.27049,0.00199
20281,1.27432,0.002041
20282,1.27432,0.001938
20283,1.27429,0.001849
20284,1.27432,0.001602
20285,1.2753,0.001548
20286,1.27157,0.001785
20287,1.27134,0.001771
20288,1.27125,0.001773
20289,1.27125,0.001779
20290,1.27146,0.001772
20291,1.27541,0.001541
20292,1.27543,0.001368
20293,1.276,0.00136
20294,1.2773,0.001364
20295,1.28031,0.001423
20296,1.28031,0.001429
20297,1.27353,0.001909
20298,1.27186,0.001918
20299,1.27455,0.001936
20300,1.27632,0.00192
20301,1.27277,0.001916
20302,1.26905,0.002019
20303,1.26905,0.002019
20304,1.26645,0.00206
20305,1.26797,0.002074
20306,1.27116,0.002067
20307,1.27089,0.002067
20308,1.26501,0.002311
20309,1.26833,0.002399
20310,1.26833,0.002398
20311,1.26437,0.002361
20312,1.2652,0.002372
20313,1.26706,0.002402
20314,1.26433,0.002411
20315,1.26354,0.002315
20316,1.2648,0.002341
20317,1.2648,0.002064
20318,1.26499,0.002054
20319,1.26464,0.001976
20320,1.26711,0.002006
20321,1.2738,0.002283
20322,1.27468,0.002177
20323,1.27923,0.0023
20324,1.27923,0.00223
20325,1.2783,0.002239
20326,1.28054,0.002208
20327,1.27889,0.002236
20328,1.28274,0.001984
20329,1.28994,0.002232
20330,1.29597,0.002378
20331,1.29597,0.002182
20332,1.29455,0.002241
20333,1.2943,0.002259
20334,1.29713,0.002139
20335,1.29793,0.002098
20336,1.29354,0.00235
20337,1.29212,0.00239
20338,1.29212,0.002393
20339,1.29157,0.002398
20340,1.29157,0.002399
20341,1.29096,0.00219
20342,1.28839,0.002269
20343,1.28523,0.002245
20344,1.28707,0.00226
20345,1.28707,0.002248
20346,1.28517,0.002258
20347,1.28355,0.002257
20348,1.28222,0.00217
20349,1.28067,0.001732
20350,1.27515,0.00151
20351,1.27941,0.001767
20352,1.27941,0.001769
20353,1.27411,0.001936
20354,1.27374,0.00181
20355,1.2711,0.001791
20356,1.27094,0.001714
20357,1.27262,0.001782
20358,1.27374,0.001812
20359,1.27374,0.001818
20360,1.27415,0.001826
20361,1.2773,0.001958
20362,1.28138,0.002092
20363,1.2834,0.002065
20364,1.2869,0.002134
20365,1.29147,0.002277
20366,1.29147,0.002244
20367,1.29303,0.002225
20368,1.29616,0.002244
20369,1.30163,0.002346
20370,1.30635,0.002091
20371,1.30952,0.002051
20372,1.31247,0.002046
20373,1.31247,0.001636
20374,1.31771,0.001671
20375,1.31909,0.001429
20376,1.32111,0.001354
20377,1.31928,0.001541
20378,1.31562,0.001844
20379,1.31799,0.001804
20380,1.31799,0.001818
20381,1.31297,0.002183
20382,1.31132,0.002215
20383,1.31063,0.002244
20384,1.31271,0.002213
20385,1.31681,0.002189
20386,1.31719,0.002184
20387,1.31719,0.002194
20388,1.30976,0.002609
20389,1.30753,0.002502
20390,1.30671,0.002375
20391,1.30618,0.002308
20392,1.31038,0.002368
20393,1.31175,0.002382
20394,1.31175,0.002187
20395,1.31685,0.002359
20396,1.31862,0.002353
20397,1.31957,0.002339
20398,1.32217,0.002281
20399,1.327,0.002382
20400,1.33071,0.002442
20401,1.33071,0.002228
20402,1.33115,0.002184
20403,1.33369,0.002177
20404,1.33679,0.002196
20405,1.33467,0.002199
20406,1.33851,0.00225
20407,1.33889,0.002246
20408,1.33889,0.001669
20409,1.33615,0.001701
20410,1.33369,0.001785
20411,1.32807,0.002118
20412,1.31784,0.002782
20413,1.31482,0.002833
20414,1.31714,0.002857
20415,1.31714,0.002723
20416,1.31003,0.002958
20417,1.30895,0.002949
20418,1.30866,0.002897
20419,1.30782,0.002727
20420,1.30606,0.0026
20421,1.30632,0.002604
20422,1.30632,0.002596
20423,1.30613,0.002517
20424,1.30589,0.0024
20425,1.30302,0.00241
20426,1.30159,0.002212
20427,1.30322,0.002261
20428,1.30427,0.002293
20429,1.30427,0.002305
20430,1.30297,0.0023
20431,1.3002,0.002199
20432,1.29734,0.001574
20433,1.29665,0.001534
20434,1.29606,0.001423
20435,1.29862,0.001545
20436,1.29862,0.001082
20437,1.2974,0.001084
20438,1.29852,0.001122
20439,1.29868,0.001126
20440,1.2965,0.001145
20441,1.29204,0.001325
20442,1.29586,0.001537
20443,1.29586,0.001539
20444,1.29655,0.001552
20445,1.29719,0.001499
20446,1.28999,0.001912
20447,1.29156,0.00191
20448,1.29446,0.001986
20449,1.2949,0.001991
20450,1.2949,0.001986
20451,1.28861,0.002202
20452,1.28332,0.00232
20453,1.27725,0.002502
20454,1.26955,0.002766
20455,1.26709,0.002679
20456,1.2681,0.002704
20457,1.2681,0.002717
20458,1.26382,0.002718
20459,1.26397,0.002718
20460,1.26632,0.002809
20461,1.26386,0.002765
20462,1.25669,0.002773
20463,1.25136,0.002812
20464,1.25136,0.002792
20465,1.25491,0.002937
20466,1.25532,0.002817
20467,1.25983,0.002977
20468,1.26397,0.003049
20469,1.26751,0.003161
20470,1.26939,0.003205
20471,1.26939,0.003077
20472,1.2677,0.002978
20473,1.26545,0.002832
20474,1.26531,0.002509
20475,1.26999,0.002613
20476,1.27447,0.00272
20477,1.27706,0.002748
20478,1.27706,0.002606
20479,1.27575,0.002628
20480,1.27479,0.00262
20481,1.27491,0.002565
20482,1.27413,0.002145
20483,1.2686,0.002157
20484,1.26658,0.002212
20485,1.26658,0.002152
20486,1.26558,0.00217
20487,1.26731,0.002053
20488,1.2696,0.001964
20489,1.2629,0.002222
20490,1.25579,0.002495
20491,1.25233,0.00254
20492,1.25233,0.002539
20493,1.25323,0.00254
20494,1.25379,0.002548
20495,1.25386,0.002359
20496,1.2531,0.002146
20497,1.25189,0.002037
20498,1.25575,0.002223
20499,1.25575,0.002231
20500,1.25676,0.002259
20501,1.25548,0.002252
20502,1.25313,0.002265
20503,1.24657,0.002346
20504,1.241,0.002477
20505,1.24094,0.002476
20506,1.24094,0.002486
20507,1.24747,0.00281
20508,1.25103,0.00287
20509,1.24136,0.003119
20510,1.23226,0.003277
20511,1.22761,0.003314
20512,1.23116,0.003421
20513,1.23116,0.003408
20514,1.21601,0.004247
20515,1.21708,0.004267
20516,1.21774,0.004288
20517,1.21965,0.004339
20518,1.22015,0.004237
